0001	2.441826
0002	2.244570
0003	2.092756
0004	2.002570
0005	2.031689
0006	1.984933
0007	1.996184
0008	2.001416
0009	1.968609
0010	1.983580
0011	1.968571
0012	1.956657
0013	1.975767
0014	1.955750
0015	1.951484
0016	1.902235
0017	1.893742
0018	1.903202
0019	1.854211
0020	1.846189
0021	1.824571
0022	1.782136
0023	1.733478
0024	1.663162
0025	1.552130
0026	1.519582
0027	1.387255
0028	1.318036
0029	1.224224
0030	1.155881
0031	1.149054
0032	1.035658
0033	1.027548
0034	0.984016
0035	0.934321
0036	0.948199
0037	0.905086
0038	0.913972
0039	0.876978
0040	0.813751
0041	0.842070
0042	0.827649
0043	0.837349
0044	0.835004
0045	0.817033
0046	0.834055
0047	0.816694
0048	0.835388
0049	0.852998
0050	0.755446
0051	0.773875
0052	0.827426
0053	0.796731
0054	0.809469
0055	0.753273
0056	0.798452
0057	0.782952
0058	0.797494
0059	0.812682
0060	0.757383
0061	0.717996
0062	0.737657
0063	0.752390
0064	0.772011
0065	0.784109
0066	0.717555
0067	0.765414
0068	0.698497
0069	0.741159
0070	0.733972
0071	0.704245
0072	0.744406
0073	0.686902
0074	0.699583
0075	0.718617
0076	0.722084
0077	0.731523
0078	0.701714
0079	0.736633
0080	0.692797
0081	0.715503
0082	0.743803
0083	0.712345
0084	0.698041
0085	0.673494
0086	0.690796
0087	0.709708
0088	0.651636
0089	0.703357
0090	0.710130
0091	0.678125
0092	0.678376
0093	0.701886
0094	0.676144
0095	0.698074
0096	0.645382
0097	0.653350
0098	0.638116
0099	0.654906
0100	0.620742
0101	0.612230
0102	0.677102
0103	0.678331
0104	0.671079
0105	0.673573
0106	0.646829
0107	0.668909
0108	0.617941
0109	0.634517
0110	0.630541
0111	0.652298
0112	0.648451
0113	0.636115
0114	0.637797
0115	0.635558
0116	0.648098
0117	0.659854
0118	0.646596
0119	0.657225
0120	0.594364
0121	0.608417
0122	0.670650
0123	0.633611
0124	0.684323
0125	0.619630
0126	0.644024
0127	0.659853
0128	0.637826
0129	0.601905
0130	0.680208
0131	0.597181
0132	0.612470
0133	0.620048
0134	0.593883
0135	0.633277
0136	0.604799
0137	0.642453
0138	0.649626
0139	0.615007
0140	0.635993
0141	0.610938
0142	0.620724
0143	0.616308
0144	0.575095
0145	0.581718
0146	0.599513
0147	0.622716
0148	0.576530
0149	0.587973
0150	0.588954
0151	0.603693
0152	0.623414
0153	0.647811
0154	0.601674
0155	0.603067
0156	0.641849
0157	0.621830
0158	0.642971
0159	0.584394
0160	0.617444
0161	0.627954
0162	0.627354
0163	0.642404
0164	0.610754
0165	0.582434
0166	0.615877
0167	0.608084
0168	0.631293
0169	0.642111
0170	0.578585
0171	0.638669
0172	0.574257
0173	0.611769
0174	0.596877
0175	0.602193
0176	0.640824
0177	0.584607
0178	0.597132
0179	0.617844
0180	0.590565
0181	0.611529
0182	0.601307
0183	0.627434
0184	0.590173
0185	0.616251
0186	0.637684
0187	0.615571
0188	0.604479
0189	0.566865
0190	0.586497
0191	0.615975
0192	0.556430
0193	0.604136
0194	0.605189
0195	0.590672
0196	0.583947
0197	0.610527
0198	0.597709
0199	0.605076
0200	0.566880
0201	0.567494
0202	0.560127
0203	0.570330
0204	0.550085
0205	0.528562
0206	0.602904
0207	0.601646
0208	0.574364
0209	0.581593
0210	0.571343
0211	0.574904
0212	0.549155
0213	0.566016
0214	0.568513
0215	0.577178
0216	0.576749
0217	0.561671
0218	0.569333
0219	0.565364
0220	0.582852
0221	0.598696
0222	0.582082
0223	0.575359
0224	0.529645
0225	0.543921
0226	0.618651
0227	0.587633
0228	0.605678
0229	0.576788
0230	0.581286
0231	0.584832
