0001	2.655152
0002	2.277130
0003	2.306132
0004	2.286131
0005	2.292131
0006	2.298131
0007	2.308132
0008	2.358135
0009	2.295131
0010	2.296131
0011	2.290131
0012	2.304132
0013	2.294131
0014	2.294131
0015	2.286131
0016	2.304132
0017	2.364135
0018	2.284131
0019	2.296131
0020	2.287131
0021	2.312132
0022	2.289131
0023	2.293131
0024	2.294131
0025	2.337134
0026	2.328133
0027	2.299131
0028	2.289131
0029	2.316132
0030	2.424139
0031	2.283131
0032	2.294131
0033	2.283131
0034	2.373136
0035	2.287131
0036	2.291131
0037	2.290131
0038	2.289131
0039	2.299131
0040	2.288131
0041	2.290131
0042	2.316133
0043	2.366135
0044	2.289131
0045	2.291131
0046	2.290131
0047	2.289131
0048	2.302132
0049	2.289131
0050	2.286131
0051	2.340134
0052	2.312132
0053	2.286131
0054	2.295131
0055	2.292131
0056	2.306132
0057	2.291131
0058	2.285131
0059	2.286131
0060	2.363135
0061	2.307132
0062	2.286131
0063	2.293131
0064	2.278130
0065	2.302132
0066	2.284131
0067	2.282130
0068	2.285131
0069	2.368135
0070	2.291131
0071	2.299132
0072	2.290131
0073	2.293131
0074	2.299132
0075	2.293131
0076	2.294131
0077	2.294131
0078	2.357135
0079	2.349135
0080	2.357135
0081	2.284131
0082	2.307132
0083	2.287131
0084	2.286131
0085	2.294131
0086	2.354135
0087	2.307132
0088	2.295131
0089	2.299132
0090	2.282130
0091	2.303132
0092	2.285131
0093	2.344134
0094	2.320133
0095	2.370135
0096	2.282131
0097	2.293131
0098	2.290131
0099	2.281131
0100	2.305132
0101	2.289131
0102	2.282130
0103	2.306132
0104	2.343134
0105	2.302132
0106	2.299132
0107	2.302132
0108	2.289131
0109	2.294132
0110	2.293131
0111	2.352134
0112	2.298132
0113	2.331133
0114	2.295131
0115	2.287131
0116	2.305132
0117	2.295131
0118	2.286131
0119	2.278130
0120	2.371135
0121	2.288131
0122	2.305132
0123	2.305132
0124	2.292131
0125	2.316132
0126	2.298132
0127	2.299131
0128	2.353135
0129	2.349134
0130	2.288131
0131	2.293131
0132	2.289131
0133	2.311132
0134	2.293131
0135	2.298131
0136	2.290131
0137	2.338134
0138	2.297131
0139	2.289131
0140	2.294131
0141	2.288131
0142	2.309132
0143	2.316133
0144	2.289131
0145	2.321133
0146	2.364135
0147	2.287131
0148	2.286131
0149	2.296131
0150	2.285131
0151	2.284131
0152	2.289131
0153	2.291131
0154	2.299131
0155	2.349134
0156	2.295131
0157	2.287131
0158	2.290131
